KEY	EN	JA	ZH
"11A19574429ECF34BF9A42870ECCEA3E"	"{QuestGiver} gave me an order for tools, and from what I know, he's a picky client. I'll have to make an effort to meet his requirements if I want to get paid."	"{QuestGiver}は私に道具の注文を出しました。私の知る限り、彼はうるさい顧客です。お金が欲しいなら、彼の要求を満たすために努力する必要があります。"	"{QuestGiver}给了我一个工具订单，据我所知，他是一个挑剔的客户。如果我想得到报酬，我必须努力满足他的要求。"
"7B438F784E0EF97449F8DBBAA8FA0ABD"	"{QuestGiver} has a personal request for me - a stag horn for a helmet. Looks like an ambitious project. I’m curious if it would be a functional piece of armor or only ceremonial."	"{QuestGiver}は私に個人的なリクエストをしています。ヘルメット用の雄鹿の角です。野心的なプロジェクトのようです。それが機能的な鎧になるのか、それとも儀式用になるのかが気になります。"	"{QuestGiver} 想让我给他带过去一个用于制作头盔的鹿角。看起来像是个有风险的活儿。不知道他是用来做护甲还是拿来仪式用。"
"EA5DE28042DEC77E4F3D6A9CC05E97BF"	"{QuestGiver} husband fell ill. She asked me to collect boar’s tusk for this traditional medicine that she wants to prepare."	"{QuestGiver}の夫が病気になった。彼女は私に、彼女が準備したいこの伝統的な薬のためにイノシシの牙を集めるように頼んだ。"	"{QuestGiver}的丈夫病倒了。她让我收集野猪的獠牙来制作她所说的祖传秘方。"
"6C0D573241F62ECE56E2A59534A88C1A"	"{QuestGiver} needs Reinforced gambesons and chainmail helmets for the safety of the “trip” she is organizing. I agree, I like to support a good cause."	"{QuestGiver}は、彼女が組織している「旅行」の安全のために強化されたガンベゾンと鎖帷子が必要です。私は同意します。私は正当な原因を支援したいと思います。"	"{QuestGiver}需要加固的软甲和锁链头盔来确保她们'旅行'一路上的安全。我也这么觉得,支持这样的工作挺不错的。"
"FA1D971842414BA338F3E1ACF641BB4D"	"{QuestGiver} ordered book delivery but the cart with the book never made it to the village. I wonder what happened to it."	"{QuestGiver}が本の配達を依頼しましたが、本を積んだ荷車が村に到着しませんでした。何が起こったのか気になります。"	"{QuestGiver}订购了书，但装书的马车还没到。我想知道发生了什么事。"
"DA3E36A1459AA30AD646C98ACCC4528C"	"{QuestGiver} told me about the injured miners and asked me to bring him some bandages due to shortages. I decided to help them."	"{QuestGiver}から負傷した鉱夫のことを聞いて、不足している包帯を持ってきてほしいと言われました。私は彼らを助けることにしました。"	"{QuestGiver}告诉我受伤的矿工们，并要求我给他带一些绷带，因为绷带短缺。我决定帮助他们。"
"FBB34D91451A1EE0F499B496A596D191"	"{QuestGiver} was ordered by Ashbourne to craft the chairs for his Solstice feast. But the letter was wrongly sent to his former student Marek. I need to retrieve it along with new tools from Sambor. I don’t wanna know what would happen if he’s not able to make those chairs."	"{QuestGiver}はアッシュボーン卿から至日祭の宴会の椅子を作るように命じられました。しかし、手紙は誤って彼の元弟子であるマレクに送られてしまいました。私はそれをサンボルから新しい道具と一緒に取り戻す必要があります。彼がそれらの椅子を作ることができない場合に何が起こるかを知りたくありません。"	"{QuestGiver}奉阿什伯恩之命为他的夏至盛宴制作椅子。但信件错寄给了他以前的学生马雷克。我需要连同桑博的新工具一起取回它。如果他不能制作那些椅子，我不想知道会发生什么。"
"9D13D0B7440A4E1E46F85780F291EEE0"	"{SettlementName} was raided"	"{SettlementName}は襲撃されました"	"{SettlementName}遭到了袭击"
"30D582784F1538F5082FFC9310F64FFF"	"{SettlementName} was raided on {Daytime}"	"{SettlementName}は{Daytime}に襲撃されました"	"{SettlementName}在{Daytime}遭到了袭击"
"B468AC154EC17A6A697329939253638B"	"{item} x{amount}"	""	""
"B2EC9A0047138BF08EFADF89FACDA438"	"|STANCES|"	"|スタンス|"	"姿态"
"38DCD4EA4E25073FC0279BBD0C31E20B"	"“May your wrath be felt across Haerndean's fields. We offer you all we can.” Sounds like they were scared stiff of their gods."	"「あなたの怒りがハーディーンの畑に感じられますように。私たちはあなたにできるすべてを提供します。」彼らは自分たちの神々に恐れをなしていたようです。"	"“愿您的怒火遍布黑恩登的原野和人们的家园。我们奉献我们能给的一切。”听起来他们被他们的神吓坏了。"
"418F3358482169B1849861A7EC2DB4CC"	"“To my dear wife and daughter - I want to apologize, the Brigands didn't give me a choice. I need to give them this grain or we will not be able to leave this cursed land. I hope we’ll get the gold we need to travel to a better place.<cf><cf>I love you.”"	"「愛する妻と娘へ - ごめんなさい。盗賊団に選択肢はありませんでした。彼らにこの穀物を渡さなければ、この呪われた土地から出られません。より良い場所に行くために必要な金が手に入ることを願っています。<cf><cf>愛しています。」"	"“给我的亲爱的妻子和女儿——我想道歉，但强盗们没有给我选择。我只能给他们这些粮食，否则我们将无法离开这该死的地方。我希望我们能得到搬到更好地方所需的资金。<cf><cf>我爱你们。”"
"A81ED6014793F6BC23D73593A76C59BC"	"“Your hand alone is that which guides our arrows. Let them strike true so that we may spill blood upon the Earth in your honor.” It seems they had a patron god for hunting."	"「あなたの腕だけが私たちの矢を導くものです。あなたの名誉のために私たちが地球上に血を流すように、彼らに真実をついてください。」彼らは狩猟のための守護神を持っていたようです。"	"“唯有您的手指引我们的箭矢。让它们精准命中，以此我们将为您的荣耀，让鲜血洒在大地之上。”看来他们有一个狩猎的守护神。"
"3FD7F9F94AA88F38968D0CB00FA84D65"	"• Autonomous<cf>• Patrols the area around the settlement<cf>• Reduces the chance for raiders to attack your settlement"	"• 自律的<cf>• 居住地の周辺をパトロールします<cf>• 略奪者があなたの居住地を攻撃する可能性を低減します"	"• 自主<cf>• 巡逻定居点周围的区域<cf>• 减少袭击者攻击定居点的机会"
"982399B34CA8A6A5FCCBCE8B22E6DEE1"	"• Autonomous<cf>• Produces or harvests ordered goods<cf>• Flees when in danger"	"• 自律的<cf>• 注文された商品を生産または収穫します<cf>• 危険にさらされたときに逃げる"	"• 自主<cf>• 生产或收获订购的商品<cf>• 在危险时逃跑"
"4069F43A4431D7CDAE4F8BB691C059BD"	"• Follows player<cf>• Can be commanded<cf>• Protects player when in danger"	"• プレイヤーに従います<cf>• 指揮することができます<cf>• 危険にさらされたときにプレイヤーを保護します"	"• 追随玩家<cf>• 可以被指挥<cf>• 在危险时保护玩家"
"38FCFC5F4CB96796B953178B89815F13"	"…"	""	""
"2334768D4BDE6D49BCB1C598BA54A6E4"	"… About what?"	"… 何についてですか？"	"…什么事？"
"ActionItems::CombatCategory"	"Combat"	"戦闘"	"战斗"
"ActionItems::NpcCompanionHungry"	"Companion {NpcFullName} is hungry, he will stop following you soon"	"仲間の{NpcFullName}は空腹です。すぐにあなたに従うのをやめます"	"同伴{NpcFullName}饿了，他很快就会停止跟随你行动。"
"ActionItems::StructureCraftingUnable_Short"	"Crafting Halted"	"クラフトが停止しました"	"制作暂停"
"ActionItems::SettlementIncomingPartyBig"	"Large raid party is en route to {SettlementName}"	"大規模な襲撃隊が{SettlementName}に向かっています"	"大型突袭队伍正在前往 {SettlementName}"
"ActionItems::StructureResearchNoRequiredResources"	"Missing required resources for {StructureName}"	"{StructureName}に必要なリソースがありません"	""
"ActionItems::StructureResearchNoRequiredResources_Short"	"Missing resources"	"必要なリソースがありません"	""
"ActionItems::StructureWorksiteMissingTool_Short"	"Missing {ToolType}"	"{ToolType}がありません"	"缺少{ToolType}"
"ActionItems::StructureHarvestingNoAvailableNpcs"	"No available workers for {StructureName}"	"{StructureName}に利用可能な労働者がいません"	"{StructureName}无人作业"
"ActionItems::StructureResearchNoAvailableNpcs"	"No available workers for {StructureName}"	"{StructureName}に利用可能な労働者がいません"	"{StructureName}无人作业"
"ActionItems::StructureHarvestingNoTasks_Short"	"No tasks"	"タスクなし"	"没有任务"
"ActionItems::StructureHarvestingNoAvailableNpcs_Short"	"No worker available"	"利用可能な労働者がいません"	"没有工人可用"
"ActionItems::StructureResearchNoAvailableNpcs_Short"	"No worker available"	"利用可能な労働者がいません"	"没有工人可用"
"ActionItems::StructureResearchNoRequiredProfession"	"No workers with {Profession} profession for {StructureName}"	"{StructureName}には{Profession}の職業を持つ労働者がいません"	""
"ActionItems::NpcsCategory"	"Population"	"人口"	"人口"
"ActionItems::ProductionCategory"	"Production"	"生産"	"生产"
"ActionItems::SettlementIncomingPartyRaid"	"Raid party is en route to {SettlementName}"	"襲撃隊が{SettlementName}に向かっています"	"突袭队伍正在前往 {SettlementName}"
"ActionItems::SettlementIncomingPartyReclamation"	"Reclamation party is en route to {SettlementName}"	"奪還隊が{SettlementName}に向かっています"	"收复队伍正在前往 {SettlementName}"
"ActionItems::StructureResearchNoRequiredProfession_Short"	"Requires {Profession}"	"{Profession}の職業が必要です"	""
"ActionItems::SettlementCategory"	"Settlement"	"居住地"	"定居地"
"ActionItems::StructureCraftingInactive_Short"	"Shut down"	"停止中"	"停止生产"
"ActionItems::SettlementIncomingPartyTax"	"Tax party is en route to {SettlementName}"	"税収隊が{SettlementName}に向かっています"	"税务队将至{SettlementName}"
"ActionItems::SettlementOutgoingPartyReclaiming"	"{FactionName} sent forces to occupy {SettlementName}!"	"{FactionName}が{SettlementName}を占領するために軍隊を送りました！"	"{FactionName} 派遣军队占领了 {SettlementName}！"
"ActionItems::NpcUnhappy"	"{NpcFullName} feels {HappyOrUnhappy}"	"{NpcFullName}は{HappyOrUnhappy}を感じている"	"{NpcFullName}感到{HappyOrUnhappy}"
"ActionItems::NpcDied"	"{NpcFullName} has died"	"{NpcFullName}は死亡した"	"{NpcFullName}壮烈牺牲"
"ActionItems::NpcUnarmed"	"{NpcFullName} has no weapons"	"{NpcFullName}は武器を持っていない"	"{NpcFullName}赤手空拳"
"ActionItems::NpcHungry"	"{NpcFullName} is hungry"	"{NpcFullName}は空腹です"	"{NpcFullName}腹中饥饿"
"ActionItems::NpcIdle"	"{NpcFullName} is idle"	"{NpcFullName}は何もしていません"	"{NpcFullName}游手好闲"
"ActionItems::NpcHunterIdle"	"{NpcFullName} is out of hunting equipment"	"{NpcFullName}は狩猟道具がありません"	"{NpcFullName}狩猎工具损耗殆尽"
"ActionItems::NpcLeftByUnhappiness"	"{NpcFullName} left due to unhappiness"	"{NpcFullName}は不満のため離脱しました"	"{NpcFullName}因不满而离开"
"ActionItems::NpcInjured"	"{NpcFullName} was injured"	"{NpcFullName}は負傷した"	"{NpcFullName}身负重创"
"ActionItems::NpcUnhappyLeaving"	"{NpcFullName} will leave due to unhappiness"	"{NpcFullName}は不満のため離脱します"	"{NpcFullName} 由于不满将离开"
"ActionItems::SettlementNoFoodStored"	"{SettlementName} has no food stored"	"{SettlementName}には食料が貯蔵されていません"	"{SettlementName}无储粮"
"ActionItems::SettlementOutOfFood"	"{SettlementName} is out of food"	"{SettlementName}は食料が尽きました"	"{SettlementName}粮草耗尽"
"ActionItems::SettlementOutOfFoodSoon"	"{SettlementName} will soon run out of food"	"{SettlementName}はまもなく食料が尽きます"	"{SettlementName} 即将面临食物短缺"
"ActionItems::StructureCraftingUnable"	"{StructureName} halted crafting and is unable to fulfill any orders"	"{StructureName}はクラフトを停止し、注文を履行できません"	"{StructureName} 已经停止手工业制作，无法完成任何订单"
"ActionItems::StructureWarehouseContainerEmptyFilter"	"{StructureName} has no allowed item categories set"	"{StructureName}には許可されたアイテムカテゴリが設定されていません"	"{StructureName}没有设置允许的物品种类"
"ActionItems::StructureHarvestingNoTasks"	"{StructureName} has no tasks in the queue"	"{StructureName}はキューにタスクがありません"	"{StructureName} 队列中没有任务"
"ActionItems::StructureCraftingInactive"	"{StructureName} is shut down"	"{StructureName}は閉鎖されています"	"建筑 {StructureName} 已停用"
"ActionItems::StructureWorksiteMissingTool"	"{ToolType} is missing for {StructureName}"	"{StructureName}には{ToolType}がありません"	"{StructureName}缺少{ToolType}"
"ActionModifier::AttackSpeedModifier"	"Attack Speed"	"攻撃速度"	"攻击速度"
"ActionModifier::AttackAfterBlockMultiplier"	"Attack after block"	"ブロック後の攻撃"	"格挡后攻击"
"ActionModifier::MartialArtsModifier"	"Combat Attributes"	"戦闘能力"	"战斗属性"
"ActionModifier::CraftingSpeedMultiplier"	"Crafting speed"	"クラフト速度"	"制作速度"
"ActionModifier::EnemyAggroModifier"	"Enemy aggro"	"敵の攻撃性"	"敌人仇恨"
"ActionModifier::XPKillGainMultiplier"	"Experience kill gain"	"キルによる経験値の獲得"	"经验杀敌增益"
"ActionModifier::HeavyAttackStaminaCostMultiplier"	"Heavy attack stamina cost"	"重攻撃スタミナコスト"	"重击耐力消耗"
"ActionModifier::HungerSpeedModifier"	"Hunger Speed"	"空腹速度"	"饥饿速度"
"ActionModifier::InjuryDeathChanceModifier"	"Injury Death Chance"	"負傷による死亡確率"	"创伤致死几率"
"ActionModifier::LootingLuckMultiplier"	"Looting luck"	"略奪運"	"拾取幸运"
"ActionModifier::MaxHealthModify"	"Max health"	"最大体力"	"最大生命值"
"ActionModifier::MaxMercenaryBonus"	"Max mercenaries"	"最大傭兵数"	"最大雇佣兵数量"
"ActionModifier::MaxStaminaModify"	"Max stamina"	"最大スタミナ"	"最大耐力"
"ActionModifier::MaxWeightBonus"	"Max weight"	"最大重量"	"最大负重"
"ActionModifier::MovementSpeedMultiplier"	"Movement speed"	"移動速度"	"移动速度"
"ActionModifier::None"	"None"	"なし"	"无"
"ActionModifier::ProductivitySpeedMultiplier"	"Productivity"	"生産性"	"工作效率"
"ActionModifier::ProjectileDamageMultiplier"	"Projectile damage"	"射撃ダメージ"	"投射物伤害"
"ActionModifier::QuenchingMultiplier"	"Quenching"	"鎮火"	"淬火"
"ActionModifier::RareHarvestChanceModifier"	"Rare harvest chance"	"レアアイテムの収穫確率"	"稀有收获几率"
"ActionModifier::SiegeWeaponReloadMultiplier"	"Siege weapon reloading"	"攻城兵器の再装填"	"攻城武器装填"
"ActionModifier::SkillExpGainModifier"	"Skill Exp Gain"	"スキルの経験値獲得"	"技能经验获取"
"ActionModifier::SprintingStaminaMultiplier"	"Sprinting stamina"	"スプリントスタミナ"	"冲刺耐力"
"ActionModifier::StaminaRegenSpeedMultiplier"	"Stamina regeneration speed"	"スタミナの回復速度"	"耐力恢复速度"
"ActionModifier::StartSprintingStaminaMultiplier"	"Start sprinting stamina"	"スプリント開始時のスタミナ"	"开始冲刺耐力"
"Announcements::NewDayStarted"	"A new day dawns: Villages awaken, trade orders renew, and new quests may await discovery."	"新しい1日の始まり: 村が目を覚まし、貿易注文が更新され、新しいクエストが発見されるかもしれません。"	"全新的一天到来了：村庄苏醒，贸易订单更新，新的任务可能等待着你去发现。"
"Army::CompanionsSquadName"	"Companions"	"仲間"	"同伴"
"Army::SquadDisbandDialogConfirmation"	"Disband {SquadName}?<lf><lf>Soldiers will revert to workers."	"{SquadName}を解散しますか？<lf><lf>兵士は労働者に復帰します。"	"解散{SquadName}吗？<lf><lf>士兵将变回工人。"
"ArmyOverview::NpcsCombatRoleMelee"	"Combat role: Melee. Prefers to use a melee weapon."	"戦闘役割: 近接。近接武器を使用することを好みます。"	"战斗角色：近战。偏好使用近战武器。"
"ArmyOverview::NpcsCombatRoleMeleeAndRanged"	"Combat role: Mixed. Prefers the weapon with the highest skill level."	"戦闘役割: 混合。スキルレベルが最も高い武器を好みます。"	"战斗角色：混合。偏好技能等级最高的武器。"
"ArmyOverview::NpcsCombatRoleRanged"	"Combat role: Ranged. Prefers to use a ranged weapon."	"戦闘役割: 遠距離。遠距離武器を使用することを好みます。"	"战斗角色：远程。偏好使用远程武器。"
"AudioSettings::DefaultSettingsName"	"Default"	"デフォルト"	"默认"
"BattleReport::BattleReport"	"Battle Report"	"戦闘報告"	"战报"
"BattleReport::BattleReportAgainst"	"Fight against {FactionName}"	"派閥{FactionName}との戦い"	"{FactionName}大战"
"Building::ResourceInAreaGood"	"Good"	"良い"	"丰富"
"Building::ResourceInAreaOkay"	"Okay"	"了解しました"	"好的"
"Building::ResourceInAreaPoor"	"Poor"	"少ない"	"贫瘠"
"Building::ResourceInAreaVeryPoor"	"Very Poor"	"非常に少ない"	"非常贫瘠"
"BuildingComponent::NameTownHallDescription"	"Name the settlement"	"居住地の名前を付ける"	"命名定居点"
"BuildingSelectItemWidget::Build"	"Build"	"建設"	"建造"
"BuildingSelectItemWidget::PlaceConstructionSite"	"Place construction site"	"建設現場を配置する"	"放置建筑工地"
"BuildingUpgrade::MissingTechConquerRegion"	"Conquer the {RegionName} region to unlock. Press {Button} for the Map Screen."	"{RegionName}地域を征服してロックを解除してください。マップ画面を開くには{Button}を押してください。"	"征服{RegionName}地区以解锁。按下{Button}进入地图屏幕。"
"BuildingUpgrade::NotEnoughFriendlyRegions"	"Friendly Regions {Num}/{Max}"	"友好地域 {Num}/{Max}"	"友好地区 {Num}/{Max}"
"BuildingUpgrade::MissingRequirements"	"Missing requirements"	"要件を満たしていません"	"遗漏的需求"
"BuildingUpgrade::MissingTech"	"Not unlocked yet"	"まだロックが解除されていません"	"还没有解锁"
"BuildingUpgrade::NotEnoughPopulation"	"Population {Num}/{Max}"	"人口{Num}/{Max}"	"人口{Num}/{Max}"
"BuildingUpgrade::Upgrade"	"Upgrade"	"アップグレード"	"升级"
"BuildingUpgrade::UpgradeCost"	"Upgrade Cost"	"アップグレード費用"	"升级费用"
"BuildingUpgrade::UpgradeTo"	"Upgrade to {BetterStructure}"	"{BetterStructure}にアップグレード"	"升级至{BetterStructure}"
"BuildQuest::DefaultText"	"Build {Structure}"	"「{Structure}」を建設する"	"建造 {Structure}"
"ChatMessage::EarnedMoney"	"<msglog>Earned </><msglog_yellow>{Amount}</><msglog> coins</>"	"<msglog>獲得 </><msglog_yellow>{Amount}</><msglog> コイン</>"	"<msglog>获得 </><msglog_yellow>{amount}</><msglog>金币</>"
"ChatMessage::ReachedLevel"	"<msglog>Reached level </><msglog_red>{Level}</>"	"<msglog>Niveau atteint </><msglog_red>{Level}</>"	"<msglog>到达等级</><msglog_red>{Level}</>"
"ChatMessage::SpentMoney"	"<msglog>Spent </><msglog_red>{Amount}</><msglog> coins</>"	"<msglog>消費 </><msglog_red>{Amount}</><msglog> コイン</>"	"<msglog>花费了 </><msglog_red>{Amount}</><msglog> 个金币</>"
"Codex::GroupBuilding"	"Buildings"	"建物"	"建筑物"
"Codex::GroupFolklore"	"Folklore"	"民話"	"民间传说"
"Codex::GroupFood"	"Food"	"食べ物"	"食物"
"Codex::GroupGear"	"Gear"	"装備"	"装备"
"Codex::CategoryGeneral"	"General"	"一般"	"综合"
"Codex::GroupHistory"	"History"	"歴史"	"历史"
"Codex::CategoryLore"	"Lore"	"伝承"	"传说"
"Codex::GroupNotes"	"Notes"	"ノート"	"笔记"
"Codex::GroupRegion"	"Regions"	"地域"	"地区"
"Codex::GroupResource"	"Resources"	"資源"	"资源"
"Codex::GroupTutorial"	"Tutorials"	"チュートリアル"	"教程"
"Codex::GroupVillage"	"Villages"	"村々"	"村庄"
"Codex::CategoryWorld"	"World"	"世界"	"世界"
"CommandOrder::SendSquadToAttackTarget"	"Attack Target"	"目標を攻撃"	"攻击目标"
"CommandOrder::SendSquadToConstruction"	"Bring Materials"	"資材の運搬"	"取来材料"
"CommandOrder::SendSquadToFollowTarget"	"Follow Target"	"目標を追跡"	"跟随目标"
"CommandOrder::HarvestFoliage"	"Harvest {ResourceName}"	"{ResourceName}を収穫"	"采集{ResourceName}"
"CommandOrder::SendSquadToWarehouse"	"Interact with Warehouse"	"倉庫と対話する"	"与仓库互动"
"CommandOrder::SendSquadToLootArea"	"Loot Area"	"エリアを略奪"	"战利品区域"
"CommandOrder::SendSquadToMoveToPosition"	"Move To Position"	"位置に移動"	"移动至指定位置"
"CommandOrder::SendSquadStockUp"	"Stock up"	"補充"	""
"CommandOrder::SendSquadToUpdateTheirEquipment"	"Update Equipment"	"装備を更新"	"更新装备"
"CommandOrder::OrderSquadToWait"	"Wait"	"待機"	"等待"
"ConstructionSite::ConstructionFinished"	"Construction of {Structure} has finished!"	"{Structure}の建設が完了しました！"	"{Structure} 的建设已完成！"
"ConstructionSite::SiteCost"	"Remaining Resources Needed"	"必要な残りの資源"	"所需的剩余资源"
"ConstructionSite::ConstructionFinishedBuild"	"You're now allowed to build {Structure} in {SettlementName}!"	"あなたは今{SettlementName}に{Structure}を建設することを許可されています！"	"你现在可以在{SettlementName}建造{Structure}了！"
"ContainerWidget::ContainerTitle"	"Local Storage"	"ローカルストレージ"	"本地仓库"
"Crafting::LightFireInCraftingStructure"	"Fire"	"火"	"火焰"
"Crafting::No workers"	"No workers"	"労働者がいません"	"没有工人"
"Crafting::LackResources"	"Not enough resources"	"リソースが不足しています"	"资源不足"
"Crafting::InsuffiecientSkill"	"Requires {Skill} {Value}"	"{Skill} {Value}が必要です"	"需要{Skill} {Value}"
"Crafting::TargetReached"	"Target amount reached"	"目標金額に達しました"	"目标数量已达到"
"CreateCharacterScreen::DuplicateName"	"A character with this name already exists."	"この名前のキャラクターはすでに存在します。"	"已经存在同名角色。"
"CreateCharacterScreen::NoName"	"Enter your character's name."	"キャラクターの名前を入力してください。"	"输入你的角色名称。"
"CreateCharacterScreen::NameTooLong"	"The character name is too long."	"キャラクター名が長すぎます。"	"角色名称过长。"
"CrosshairSize::Hidden"	"Hidden"	"非表示"	"隐藏"
"CrosshairSize::Large"	"Large"	"大きい"	"大"
"CrosshairSize::Medium"	"Medium"	"中"	"中等"
"CrosshairSize::Small"	"Small"	"小さい"	"小"
"DamageTypes::Blunt"	"Blunt"	"鈍器"	"钝击"
"DamageTypes::Cactus"	"Cactus"	"サボテン"	"仙人掌"
"DamageTypes::Cutting"	"Cutting"	"切断"	"砍"
"DamageTypes::Dragging"	"Dragging"	"引きずり"	"拖拽"
"DamageTypes::Fall"	"Fall"	"倒れる"	"下落"
"DamageTypes::Fire"	"Fire"	"火"	"火焰"
"DamageTypes::Gas"	"Gas"	"ガス"	"气体"
"DamageTypes::Piercing"	"Piercing"	"貫通"	"穿刺"
"DamageTypes::RawWater"	"Raw Water"	"生水"	"生水"
"DamageTypes::Repair"	"Repair"	"修理"	"修理"
"DamageTypes::Tension"	"Tension"	"緊張"	"张力"
"DamageTypes::Thirst"	"Thirst"	"渇き"	"口渴"
"DamageTypes::Water"	"Water"	"水"	"水"
"DeliveryOrders::StatusQuantityFormat"	"Completed: {Num}"	"完了：{Num}"	"完成：{Num}"
"DeliveryOrders::Daily"	"Daily"	"毎日"	"每日"
"DeliveryOrders::DeliveredNotification"	"Delivered {Num} {ItemName} from {OriginSettlement} to {Destination}"	"{Num} {ItemName}を{OriginSettlement}から{Destination}に届けました"	"从{OriginSettlement}运送{Num}个{ItemName}到{Destination}"
"DeliveryOrders::OneTime"	"One Time"	"1回限り"	"一次性"
"DeliveryOrders::Weekly"	"Weekly"	"毎週"	"每周"
"DiplomacyScreen::DiplomacyFriendly"	"Friendly"	"友好"	"友好"
"DiplomacyScreen::DiplomacyHostile"	"Hostile"	"敵対的"	"敌对"
"DiplomacyScreen::DiplomacyNeutral"	"Neutral"	"中立"	"中立"
"Distance::Meters"	"{Value} m"	""	"{Value} 米"
"DropBag::DropBagName"	"Drop bag"	"ドロップバッグ"	"丢下包裹"
"Duration::Days"	"{Days}h"	"{Days}時間"	"{Days}小时"
"Duration::Hours"	"{Hours}h"	"{Hours}時間"	"{Hours}小时"
"Duration::Minutes"	"{Minutes}m"	"{Minutes}分"	"{Minutes}分"
"Duration::Seconds"	"{Seconds}s"	"{Seconds}秒"	"{Seconds}秒"
"EarlyAccessScreenStrings::Header"	"Early Access"	"早期アクセス"	"抢先体验"
"EarlyAccessScreenStrings::Body"	"Welcome to Bellwright! We will regularly provide you with new content and bugfixes, but every now and then a bug may slip through. Tell us about any issues you encounter and features you hope for.<cf><cf>Have fun!"	"ベルライトへようこそ！私たちは定期的に新しいコンテンツとバグ修正を提供しますが、時々バグが入り込むことがあります。遭遇した問題や期待する機能について教えてください。<cf><cf>楽しんでください！"	"欢迎游玩颂钟长鸣！我们会定期为您提供新内容和错误修复，但时不时可能会出现一些错误。请告诉我们您遇到的任何问题和您希望有的功能。<cf><cf>玩得开心！"
"EarlyAccessScreenStrings_XB1::Body"	"Bellwright is currently in Game Preview state. The game will be continuously updated with new features, content, improvements, and fixes based on the feedback from our community.<cf><cf>Please note that in the current state some platform and game features might not work and crash. We are actively working on fixing all discovered issues."	"ベルライトは現在ゲームプレビューの状態です。このゲームは、コミュニティからのフィードバックに基づいて、新しい機能、コンテンツ、改善、修正が継続的に更新されます。<cf><cf>現在の状態では、一部のプラットフォームとゲームの機能が機能せず、クラッシュする可能性があることに注意してください。私たちは発見されたすべての問題を修正するために積極的に取り組んでいます。"	"颂钟长鸣目前处于抢先体验阶段。该游戏将根据我们村子的反馈持续更新新功能、内容、改进和修复。<cf><cf>请注意，在当前状态下，一些平台和游戏功能可能会无法运行并崩溃。我们正在积极修复所有已发现的问题。"
"EarlyAccessScreenStrings_XB1::Header"	"Game Preview"	"ゲームプレビュー"	"抢先体验"
"EquipmentTool::TreeCutting"	"Axe"	"斧"	"斧头"
"EquipmentTool::Bow"	"Bow"	"弓"	"弓"
"EquipmentTool::Hoe"	"Hoe"	"鍬"	"锄头"
"EquipmentTool::Mining"	"Pickaxe"	"つるはし"	"镐"
"EquipmentTool::Quiver"	"Quiver"	"矢筒"	"箭筒"
"EquipmentTool::Digging"	"Shovel"	"シャベル"	"铲子"
"EquipmentTool::Weapon"	"Weapon"	"武器"	"武器"
"ErrorMessages::ControllerDisconnect"	"Your controller has been disconnected! Please press <img id=""Gamepad_Input.A_Button""/> on a connected controller to continue."	"コントローラーが切断されました！接続されたコントローラーの<img id="Gamepad_Input.A_Button"/>を押して続けてください。"	"您的手柄已断开连接! 请连接的手柄并按<img id="Gamepad_Input.A_Button"/>继续。"
"EventMessage::NpcDied_HudLog"	"{NpcName} died"	"{NpcName}は死亡しました"	"{NpcName}已死亡"
"EventMessage::NpcInjured_HudLog"	"{NpcName} was injured"	"{NpcName}は負傷しました"	"NPC {NpcName} 受伤了"
"EventMessage::NpcInjuredByAnimal_HudLog"	"{NpcName} was injured by an animal"	"{NpcName}は動物に負傷しました"	"NPC {NpcName} 被动物伤害了"
"EventMessage::NpcInjuredByBandit_HudLog"	"{NpcName} was injured in battle"	"{NpcName}は戦闘で負傷しました"	"NPC {NpcName} 在战斗中受伤了"
"EventMessage::NpcKilledByAnimal_HudLog"	"{NpcName} was killed by an animal"	"{NpcName}は動物に殺害されました"	"NPC {NpcName} 被动物杀死了"
"EventMessage::NpcKilledByBandit_HudLog"	"{NpcName} was killed in battle"	"{NpcName}は戦闘で殺害されました"	"NPC {NpcName} 在战斗中被杀死了"
"Farming::Till"	"Till"	"耕す"	"耕作"
"Farming::Weeding"	"Weeding"	"除草"	"除草"
"Foliage::SomeoneElseFoliage"	"Belongs to the nearby village"	"近くの村に属しています"	"属于附近村庄"
"Foliage::WrongTool"	"Wrong tool"	"間違ったツールです"	"错误的工具"
"FoliageInteractionTexts::Attack"	"Attack"	"攻撃"	"攻击"
"FoliageInteractionTexts::Butcher"	"Butcher"	"肉屋"	"屠夫"
"FoliageInteractionTexts::Collect"	"Collect"	"収集"	"收集"
"FoliageInteractionTexts::Cut"	"Cut"	"伐採"	"砍"
"FoliageInteractionTexts::Dig"	"Dig"	"掘る"	"挖掘"
"FoliageInteractionTexts::Harvest"	"Harvest"	"収穫"	"采集"
"FoliageInteractionTexts::Mine"	"Mine"	"採掘"	"矿"
"FoliageStrings::Aluminium"	"Aluminium"	"アルミニウム"	"铝"
"FoliageStrings::Amber"	"Amber"	"琥珀"	"琥珀"
"FoliageStrings::AppleTree"	"Apple Tree"	"リンゴの木"	"苹果树"
"FoliageStrings::Asbestos"	"Asbestos"	"アスベスト"	"石棉"
"FoliageStrings::AshVent"	"Ash Vent"	"灰の通気口"	"灰尘排孔"
"FoliageStrings::Bamboo"	"Bamboo"	"竹"	"竹子"
"FoliageStrings::Beeswax"	"Beeswax"	"蜜蝋"	"蜂蜡"
